Crop,State,Crop_Year,Production
Arecanut,Andaman and Nicobar Island,2000,7200.0
Arecanut,Andaman and Nicobar Island,2001,7300.0
Arecanut,Andaman and Nicobar Island,2002,7350.0
Arecanut,Andaman and Nicobar Island,2003,6707.0
Arecanut,Andaman and Nicobar Island,2004,4781.0
Arecanut,Andaman and Nicobar Island,2005,3058.0
Arecanut,Andaman and Nicobar Island,2006,5840.0
Arecanut,Andaman and Nicobar Island,2007,5692.0
Arecanut,Andaman and Nicobar Island,2008,5720.0
Arecanut,Andaman and Nicobar Island,2009,5200.0
Arecanut,Andaman and Nicobar Island,2010,5800.0
Arecanut,Andaman and Nicobar Island,2011,5950.0
Arecanut,Andaman and Nicobar Island,2012,5976.0
Arecanut,Andaman and Nicobar Island,2013,9967.0
Arecanut,Andaman and Nicobar Island,2014,9349.0
Arecanut,Andaman and Nicobar Island,2015,10328.0
Arecanut,Andaman and Nicobar Island,2016,10608.0
Arecanut,Andaman and Nicobar Island,2017,15283.0
Arecanut,Andaman and Nicobar Island,2018,12390.0
Arecanut,Andaman and Nicobar Island,2019,10589.0
Arecanut,Andaman and Nicobar Island,2021,10684.75
Arecanut,Andaman and Nicobar Island,2022,10764.65
Arecanut,Andaman and Nicobar Island,2023,11122.35
Arecanut,Andaman and Nicobar Island,2024,11141.27
Arecanut,Andaman and Nicobar Island,2025,11214.15
Arecanut,Andhra Pradesh,2000,724.0
Arecanut,Andhra Pradesh,2001,449.0
Arecanut,Andhra Pradesh,2002,427.0
Arecanut,Andhra Pradesh,2003,221.0
Arecanut,Andhra Pradesh,2005,234.0
Arecanut,Andhra Pradesh,2006,176.0
Arecanut,Andhra Pradesh,2008,265.0
Arecanut,Andhra Pradesh,2009,198.0
Arecanut,Andhra Pradesh,2010,195.0
Arecanut,Andhra Pradesh,2011,275.0
Arecanut,Andhra Pradesh,2012,365.0
Arecanut,Andhra Pradesh,2013,255.0
Arecanut,Andhra Pradesh,2014,338.0
Arecanut,Andhra Pradesh,2015,1795.0
Arecanut,Andhra Pradesh,2016,2367.0
Arecanut,Andhra Pradesh,2017,4369.0
Arecanut,Andhra Pradesh,2018,5317.0
Arecanut,Andhra Pradesh,2019,10418.0
Arecanut,Andhra Pradesh,2021,10923.39
Arecanut,Andhra Pradesh,2022,11324.64
Arecanut,Andhra Pradesh,2023,11539.87
Arecanut,Andhra Pradesh,2024,11575.88
Arecanut,Andhra Pradesh,2025,12089.19
Arecanut,Assam,1997,56708.0
Arecanut,Assam,1998,55355.0
Arecanut,Assam,1999,52924.0
Arecanut,Assam,2000,68261.0
Arecanut,Assam,2001,69663.0
Arecanut,Assam,2002,51631.0
Arecanut,Assam,2003,70414.0
Arecanut,Assam,2005,66778.0
Arecanut,Assam,2006,55044.0
Arecanut,Assam,2007,56665.0
Arecanut,Assam,2008,63895.0
Arecanut,Assam,2009,68556.0
Arecanut,Assam,2010,68556.0
Arecanut,Assam,2011,60075.0
Arecanut,Assam,2012,88999.0
Arecanut,Assam,2013,56999.0
Arecanut,Assam,2014,73869.0
Arecanut,Assam,2015,55232.0
Arecanut,Assam,2016,49687.0
Arecanut,Assam,2017,52876.0
Arecanut,Assam,2018,47324.0
Arecanut,Assam,2019,52124.0
Arecanut,Assam,2021,51140.28
Arecanut,Assam,2022,52649.29
Arecanut,Assam,2023,54196.52
Arecanut,Assam,2024,54615.06
Arecanut,Assam,2025,57109.31
Arecanut,Goa,1998,1820.0
Arecanut,Goa,1999,1880.0
Arecanut,Goa,2000,2500.0
Arecanut,Goa,2001,2500.0
Arecanut,Goa,2002,2500.0
Arecanut,Goa,2003,2650.0
Arecanut,Goa,2013,2895.0
Arecanut,Goa,2014,2895.0
Arecanut,Goa,2015,2960.0
Arecanut,Goa,2016,3101.0
Arecanut,Goa,2017,3299.0
Arecanut,Goa,2018,3296.0
Arecanut,Goa,2019,3704.0
Arecanut,Goa,2021,3705.09
Arecanut,Goa,2022,3729.53
Arecanut,Goa,2023,3893.25
Arecanut,Goa,2024,3917.48
Arecanut,Goa,2025,3881.57
Arecanut,Karnataka,1997,133342.0
Arecanut,Karnataka,1998,648365.0
Arecanut,Karnataka,2000,162741.0
Arecanut,Karnataka,2001,182800.0
Arecanut,Karnataka,2003,198857.0
Arecanut,Karnataka,2004,203646.0
Arecanut,Karnataka,2005,1033658.0
Arecanut,Karnataka,2006,223939.0
Arecanut,Karnataka,2007,1114484.0
Arecanut,Karnataka,2008,1174591.0
Arecanut,Karnataka,2009,1243385.0
Arecanut,Karnataka,2010,2284410.0
Arecanut,Karnataka,2011,1750573.0
Arecanut,Karnataka,2012,1776427.0
Arecanut,Karnataka,2013,2428335.0
Arecanut,Karnataka,2014,2181441.0
Arecanut,Karnataka,2015,2430194.0
Arecanut,Karnataka,2016,2586795.0
Arecanut,Karnataka,2017,3030925.0
Arecanut,Karnataka,2018,4253453.0
Arecanut,Karnataka,2019,5409381.0
Arecanut,Karnataka,2021,5343143.74
Arecanut,Karnataka,2022,5387917.84
Arecanut,Karnataka,2023,5483428.31
Arecanut,Karnataka,2024,5737411.8
Arecanut,Karnataka,2025,6015966.17
Arecanut,Kerala,1997,93995.0
Arecanut,Kerala,1998,68479.0
Arecanut,Kerala,1999,83337.0
Arecanut,Kerala,2000,87947.0
Arecanut,Kerala,2001,84679.0
Arecanut,Kerala,2002,107279.0
Arecanut,Kerala,2003,105490.0
Arecanut,Kerala,2004,110342.0
Arecanut,Kerala,2005,119309.0
Arecanut,Kerala,2006,109968.0
Arecanut,Kerala,2007,114690.0
Arecanut,Kerala,2008,125654.0
Arecanut,Kerala,2009,116763.0
Arecanut,Kerala,2010,99909.0
Arecanut,Kerala,2011,121623.0
Arecanut,Kerala,2012,118233.0
Arecanut,Kerala,2013,100018.0
Arecanut,Kerala,2014,125926.0
Arecanut,Kerala,2015,132452.0
Arecanut,Kerala,2016,116839.0
Arecanut,Kerala,2017,108516.0
Arecanut,Kerala,2018,99925.0
Arecanut,Kerala,2019,92755.0
Arecanut,Kerala,2021,91112.57
Arecanut,Kerala,2022,93408.12
Arecanut,Kerala,2023,92922.36
Arecanut,Kerala,2024,92817.97
Arecanut,Kerala,2025,93426.88
Arecanut,Meghalaya,1997,12116.0
Arecanut,Meghalaya,1998,11567.0
Arecanut,Meghalaya,1999,12510.0
Arecanut,Meghalaya,2000,13721.0
Arecanut,Meghalaya,2001,14101.0
Arecanut,Meghalaya,2003,14244.0
Arecanut,Meghalaya,2004,14169.0
Arecanut,Meghalaya,2005,15530.0
Arecanut,Meghalaya,2006,16561.0
Arecanut,Meghalaya,2008,17400.0
Arecanut,Meghalaya,2009,19396.0
Arecanut,Meghalaya,2010,20501.0
Arecanut,Meghalaya,2011,21751.0
Arecanut,Meghalaya,2012,23331.0
Arecanut,Meghalaya,2013,25114.0
Arecanut,Meghalaya,2014,25725.0
Arecanut,Meghalaya,2015,26802.0
Arecanut,Meghalaya,2016,23931.0
Arecanut,Meghalaya,2017,23985.0
Arecanut,Meghalaya,2018,23999.0
Arecanut,Meghalaya,2019,24032.0
Arecanut,Meghalaya,2021,25101.44
Arecanut,Meghalaya,2022,24609.39
Arecanut,Meghalaya,2023,25694.06
Arecanut,Meghalaya,2024,26420.6
Arecanut,Meghalaya,2025,26914.45
Arecanut,Puducherry,1998,23.0
Arecanut,Puducherry,1999,130.0
Arecanut,Puducherry,2000,130.0
Arecanut,Puducherry,2001,137.0
Arecanut,Puducherry,2003,77.0
Arecanut,Puducherry,2006,164.0
Arecanut,Puducherry,2007,78.0
Arecanut,Puducherry,2008,79.0
Arecanut,Puducherry,2009,77.0
Arecanut,Puducherry,2010,78.0
Arecanut,Puducherry,2011,77.0
Arecanut,Puducherry,2015,83.0
Arecanut,Puducherry,2016,93.0
Arecanut,Puducherry,2017,78.0
Arecanut,Puducherry,2018,78.0
Arecanut,Puducherry,2019,78.0
Arecanut,Puducherry,2021,80.97
Arecanut,Puducherry,2022,84.86
Arecanut,Puducherry,2023,84.54
Arecanut,Puducherry,2024,84.28
Arecanut,Puducherry,2025,83.79
Arecanut,Tamil Nadu,2004,7390.0
Arecanut,Tamil Nadu,2005,9198.0
Arecanut,Tamil Nadu,2006,11904.0
Arecanut,Tamil Nadu,2007,11739.0
Arecanut,Tamil Nadu,2008,11061.0
Arecanut,Tamil Nadu,2009,10437.0
Arecanut,Tamil Nadu,2011,15948.0
Arecanut,Tamil Nadu,2013,8619.0
Arecanut,Tamil Nadu,2014,8837.0
Arecanut,Tamil Nadu,2015,11829.0
Arecanut,Tamil Nadu,2016,12708.0
Arecanut,Tamil Nadu,2017,14926.0
Arecanut,Tamil Nadu,2018,13543.0
Arecanut,Tamil Nadu,2019,13543.0
Arecanut,Tamil Nadu,2021,13446.37
Arecanut,Tamil Nadu,2022,13695.41
Arecanut,Tamil Nadu,2023,13976.77
Arecanut,Tamil Nadu,2024,14332.42
Arecanut,Tamil Nadu,2025,14611.67
Arecanut,West Bengal,1997,12423.0
Arecanut,West Bengal,1998,13665.0
Arecanut,West Bengal,1999,13124.0
Arecanut,West Bengal,2000,12191.0
Arecanut,West Bengal,2001,14885.0
Arecanut,West Bengal,2002,16568.0
Arecanut,West Bengal,2003,18519.0
Arecanut,West Bengal,2005,29287.0
Arecanut,West Bengal,2006,106052.0
Arecanut,West Bengal,2007,20869.0
Arecanut,West Bengal,2008,21157.0
Arecanut,West Bengal,2021,21823.16
Arecanut,West Bengal,2022,22355.14
Arecanut,West Bengal,2023,22200.37
Arecanut,West Bengal,2024,23035.86
Arecanut,West Bengal,2025,22613.37
Arhar/Tur,Andaman and Nicobar Island,2007,129.0
Arhar/Tur,Andaman and Nicobar Island,2008,92.0
Arhar/Tur,Andaman and Nicobar Island,2009,164.0
Arhar/Tur,Andaman and Nicobar Island,2010,104.0
Arhar/Tur,Andaman and Nicobar Island,2011,63.0
Arhar/Tur,Andaman and Nicobar Island,2012,15.0
Arhar/Tur,Andaman and Nicobar Island,2013,3.0
Arhar/Tur,Andaman and Nicobar Island,2014,14.0
Arhar/Tur,Andaman and Nicobar Island,2017,1.0
Arhar/Tur,Andaman and Nicobar Island,2021,1.03
Arhar/Tur,Andaman and Nicobar Island,2022,1.03
Arhar/Tur,Andaman and Nicobar Island,2023,1.06
Arhar/Tur,Andaman and Nicobar Island,2024,1.08
Arhar/Tur,Andaman and Nicobar Island,2025,1.08
Arhar/Tur,Andhra Pradesh,1997,57000.0
Arhar/Tur,Andhra Pradesh,1998,170700.0
Arhar/Tur,Andhra Pradesh,2000,219158.0
Arhar/Tur,Andhra Pradesh,2001,188326.0
Arhar/Tur,Andhra Pradesh,2002,150365.0
Arhar/Tur,Andhra Pradesh,2003,217903.0
Arhar/Tur,Andhra Pradesh,2004,219006.0
Arhar/Tur,Andhra Pradesh,2005,300636.0
Arhar/Tur,Andhra Pradesh,2006,160843.0
Arhar/Tur,Andhra Pradesh,2007,302000.0
Arhar/Tur,Andhra Pradesh,2008,201356.0
Arhar/Tur,Andhra Pradesh,2009,202943.0
Arhar/Tur,Andhra Pradesh,2010,265387.0
Arhar/Tur,Andhra Pradesh,2011,146088.0
Arhar/Tur,Andhra Pradesh,2012,251000.0
Arhar/Tur,Andhra Pradesh,2013,103957.0
Arhar/Tur,Andhra Pradesh,2014,75784.0
Arhar/Tur,Andhra Pradesh,2015,132126.0
Arhar/Tur,Andhra Pradesh,2016,132978.0
Arhar/Tur,Andhra Pradesh,2017,120089.0
Arhar/Tur,Andhra Pradesh,2018,45565.0
Arhar/Tur,Andhra Pradesh,2019,118198.0
Arhar/Tur,Andhra Pradesh,2021,121013.94
Arhar/Tur,Andhra Pradesh,2022,120937.64
Arhar/Tur,Andhra Pradesh,2023,119264.14
Arhar/Tur,Andhra Pradesh,2024,123724.31
Arhar/Tur,Andhra Pradesh,2025,122407.52
Arhar/Tur,Arunachal Pradesh,2016,643.0
Arhar/Tur,Arunachal Pradesh,2017,665.0
Arhar/Tur,Arunachal Pradesh,2018,705.0
Arhar/Tur,Arunachal Pradesh,2019,712.0
Arhar/Tur,Arunachal Pradesh,2021,742.36
Arhar/Tur,Arunachal Pradesh,2022,736.99
Arhar/Tur,Arunachal Pradesh,2023,763.49
Arhar/Tur,Arunachal Pradesh,2024,788.05
Arhar/Tur,Arunachal Pradesh,2025,798.36
Arhar/Tur,Assam,1997,4685.0
Arhar/Tur,Assam,1998,5389.0
Arhar/Tur,Assam,1999,5102.0
Arhar/Tur,Assam,2000,5159.0
Arhar/Tur,Assam,2001,5125.0
Arhar/Tur,Assam,2002,4961.0
Arhar/Tur,Assam,2003,4940.0
Arhar/Tur,Assam,2004,4751.0
Arhar/Tur,Assam,2005,4529.0
Arhar/Tur,Assam,2006,4769.0
Arhar/Tur,Assam,2007,4230.0
Arhar/Tur,Assam,2008,3811.0
Arhar/Tur,Assam,2009,4408.0
Arhar/Tur,Assam,2010,5098.0
Arhar/Tur,Assam,2011,4467.0
Arhar/Tur,Assam,2012,4937.0
Arhar/Tur,Assam,2013,5642.0
Arhar/Tur,Assam,2014,5738.0
Arhar/Tur,Assam,2015,5600.0
Arhar/Tur,Assam,2016,4910.0
Arhar/Tur,Assam,2017,4672.0
Arhar/Tur,Assam,2018,4628.0
Arhar/Tur,Assam,2019,5040.0
Arhar/Tur,Assam,2021,5017.37
Arhar/Tur,Assam,2022,5216.4
Arhar/Tur,Assam,2023,5155.55
Arhar/Tur,Assam,2024,5279.29
Arhar/Tur,Assam,2025,5505.6
Arhar/Tur,Bihar,1997,83722.0
Arhar/Tur,Bihar,1998,98963.0
Arhar/Tur,Bihar,1999,53433.0
Arhar/Tur,Bihar,2000,58858.0
Arhar/Tur,Bihar,2001,53809.0
Arhar/Tur,Bihar,2002,42966.0
Arhar/Tur,Bihar,2003,48100.0
Arhar/Tur,Bihar,2004,44223.0
Arhar/Tur,Bihar,2005,45211.0
Arhar/Tur,Bihar,2006,44278.0
Arhar/Tur,Bihar,2007,42667.0
Arhar/Tur,Bihar,2008,33149.0
Arhar/Tur,Bihar,2009,36586.0
Arhar/Tur,Bihar,2010,39439.0
Arhar/Tur,Bihar,2011,42059.0
Arhar/Tur,Bihar,2012,47119.0
Arhar/Tur,Bihar,2013,36459.0
Arhar/Tur,Bihar,2014,28542.0
Arhar/Tur,Bihar,2015,37134.0
Arhar/Tur,Bihar,2016,33173.0
Arhar/Tur,Bihar,2017,28627.0
Arhar/Tur,Bihar,2018,31680.0
Arhar/Tur,Bihar,2019,28157.0
Arhar/Tur,Bihar,2021,28865.4
Arhar/Tur,Bihar,2022,28466.31
Arhar/Tur,Bihar,2023,29193.98
Arhar/Tur,Bihar,2024,29247.25
Arhar/Tur,Bihar,2025,28735.09
Arhar/Tur,CHANDIGARH,1998,8.0
Arhar/Tur,CHANDIGARH,1999,80.0
Arhar/Tur,CHANDIGARH,2021,83.67
Arhar/Tur,CHANDIGARH,2022,86.24
Arhar/Tur,CHANDIGARH,2023,90.4
Arhar/Tur,CHANDIGARH,2024,94.46
Arhar/Tur,CHANDIGARH,2025,95.29
Arhar/Tur,Chhattisgarh,2000,21185.0
Arhar/Tur,Chhattisgarh,2001,20180.0
Arhar/Tur,Chhattisgarh,2002,24126.0
Arhar/Tur,Chhattisgarh,2003,31541.0
Arhar/Tur,Chhattisgarh,2004,26879.0
Arhar/Tur,Chhattisgarh,2005,22470.0
Arhar/Tur,Chhattisgarh,2006,22890.0
Arhar/Tur,Chhattisgarh,2007,26282.0
Arhar/Tur,Chhattisgarh,2008,28660.0
Arhar/Tur,Chhattisgarh,2009,27610.0
Arhar/Tur,Chhattisgarh,2010,23901.0
Arhar/Tur,Chhattisgarh,2011,23679.0
Arhar/Tur,Chhattisgarh,2012,31007.0
Arhar/Tur,Chhattisgarh,2013,29448.0
Arhar/Tur,Chhattisgarh,2014,35064.0
Arhar/Tur,Chhattisgarh,2015,30601.0
Arhar/Tur,Chhattisgarh,2016,39056.0
Arhar/Tur,Chhattisgarh,2017,25743.0
Arhar/Tur,Chhattisgarh,2018,29962.0
Arhar/Tur,Chhattisgarh,2019,22466.0
Arhar/Tur,Chhattisgarh,2021,23028.18
Arhar/Tur,Chhattisgarh,2022,23225.98
Arhar/Tur,Chhattisgarh,2023,23551.09
Arhar/Tur,Chhattisgarh,2024,23569.75
Arhar/Tur,Chhattisgarh,2025,23958.01
Arhar/Tur,Dadra and Nagar Haveli,2015,1230.0
Arhar/Tur,Dadra and Nagar Haveli,2016,4502.0
Arhar/Tur,Dadra and Nagar Haveli,2017,1281.0
Arhar/Tur,Dadra and Nagar Haveli,2018,1298.0
Arhar/Tur,Dadra and Nagar Haveli,2021,1358.53
Arhar/Tur,Dadra and Nagar Haveli,2022,1376.87
Arhar/Tur,Dadra and Nagar Haveli,2023,1421.09
Arhar/Tur,Dadra and Nagar Haveli,2024,1429.57
Arhar/Tur,Dadra and Nagar Haveli,2025,1424.91
Arhar/Tur,Delhi,2003,189.0
Arhar/Tur,Delhi,2004,170.0
Arhar/Tur,Delhi,2005,227.0
Arhar/Tur,Delhi,2006,578.0
Arhar/Tur,Delhi,2021,571.68
Arhar/Tur,Delhi,2022,573.0
Arhar/Tur,Delhi,2023,596.32
Arhar/Tur,Delhi,2024,607.67
Arhar/Tur,Delhi,2025,629.39
Arhar/Tur,Gujarat,1997,296200.0
Arhar/Tur,Gujarat,1998,342700.0
Arhar/Tur,Gujarat,1999,290800.0
Arhar/Tur,Gujarat,2000,107200.0
Arhar/Tur,Gujarat,2001,187000.0
Arhar/Tur,Gujarat,2002,197100.0
Arhar/Tur,Gujarat,2003,258000.0
Arhar/Tur,Gujarat,2004,236000.0
Arhar/Tur,Gujarat,2005,276000.0
Arhar/Tur,Gujarat,2006,215300.0
Arhar/Tur,Gujarat,2007,294200.0
Arhar/Tur,Gujarat,2008,262700.0
Arhar/Tur,Gujarat,2009,241500.0
Arhar/Tur,Gujarat,2010,272900.0
Arhar/Tur,Gujarat,2011,257500.0
Arhar/Tur,Gujarat,2012,270200.0
Arhar/Tur,Gujarat,2013,208963.0
Arhar/Tur,Gujarat,2014,239302.0
Arhar/Tur,Gujarat,2015,281835.0
Arhar/Tur,Gujarat,2016,394108.0
Arhar/Tur,Gujarat,2017,337065.0
Arhar/Tur,Gujarat,2018,307473.0
Arhar/Tur,Gujarat,2019,210689.0
Arhar/Tur,Gujarat,2021,221151.07
Arhar/Tur,Gujarat,2022,227830.4
Arhar/Tur,Gujarat,2023,233257.18
Arhar/Tur,Gujarat,2024,243220.35
Arhar/Tur,Gujarat,2025,246076.78
Arhar/Tur,Haryana,1998,13500.0
Arhar/Tur,Haryana,1999,9800.0
Arhar/Tur,Haryana,2000,11400.0
Arhar/Tur,Haryana,2001,13900.0
Arhar/Tur,Haryana,2002,30400.0
Arhar/Tur,Haryana,2003,31000.0
Arhar/Tur,Haryana,2004,30100.0
Arhar/Tur,Haryana,2005,24400.0
Arhar/Tur,Haryana,2006,29800.0
Arhar/Tur,Haryana,2007,30600.0
Arhar/Tur,Haryana,2008,35800.0
Arhar/Tur,Haryana,2009,21600.0
Arhar/Tur,Haryana,2010,23700.0
Arhar/Tur,Haryana,2011,18200.0
Arhar/Tur,Haryana,2012,13863.0
Arhar/Tur,Haryana,2013,10500.0
Arhar/Tur,Haryana,2014,6100.0
Arhar/Tur,Haryana,2015,5000.0
Arhar/Tur,Haryana,2016,4160.0
Arhar/Tur,Haryana,2017,5040.0
Arhar/Tur,Haryana,2018,2472.0
Arhar/Tur,Haryana,2019,1404.0
Arhar/Tur,Haryana,2021,1405.06
Arhar/Tur,Haryana,2022,1474.89
Arhar/Tur,Haryana,2023,1498.58
Arhar/Tur,Haryana,2024,1554.94
Arhar/Tur,Haryana,2025,1533.52
Arhar/Tur,Himachal Pradesh,1998,30.0
Arhar/Tur,Himachal Pradesh,1999,33.0
Arhar/Tur,Himachal Pradesh,2000,44.0
Arhar/Tur,Himachal Pradesh,2001,339.0
Arhar/Tur,Himachal Pradesh,2002,52.0
Arhar/Tur,Himachal Pradesh,2005,20.0
Arhar/Tur,Himachal Pradesh,2006,51.0
Arhar/Tur,Himachal Pradesh,2007,17.0
Arhar/Tur,Himachal Pradesh,2008,2.0
Arhar/Tur,Himachal Pradesh,2009,3.0
Arhar/Tur,Himachal Pradesh,2010,3.0
Arhar/Tur,Himachal Pradesh,2011,4.0
Arhar/Tur,Himachal Pradesh,2012,7.0
Arhar/Tur,Himachal Pradesh,2013,23.0
Arhar/Tur,Himachal Pradesh,2014,7.0
Arhar/Tur,Himachal Pradesh,2015,15.0
Arhar/Tur,Himachal Pradesh,2016,2.0
Arhar/Tur,Himachal Pradesh,2017,23.0
Arhar/Tur,Himachal Pradesh,2018,25.0
Arhar/Tur,Himachal Pradesh,2019,50.0
Arhar/Tur,Himachal Pradesh,2021,51.99
Arhar/Tur,Himachal Pradesh,2022,52.58
Arhar/Tur,Himachal Pradesh,2023,53.45
Arhar/Tur,Himachal Pradesh,2024,52.54
Arhar/Tur,Himachal Pradesh,2025,51.93
Arhar/Tur,Jammu and Kashmir,2008,12.0
Arhar/Tur,Jammu and Kashmir,2010,1.0
Arhar/Tur,Jammu and Kashmir,2021,1.03
Arhar/Tur,Jammu and Kashmir,2022,1.03
Arhar/Tur,Jammu and Kashmir,2023,1.06
Arhar/Tur,Jammu and Kashmir,2024,1.06
Arhar/Tur,Jammu and Kashmir,2025,1.08
Arhar/Tur,Jharkhand,2002,30067.0
Arhar/Tur,Jharkhand,2003,32221.0
Arhar/Tur,Jharkhand,2004,30381.0
Arhar/Tur,Jharkhand,2005,17991.0
Arhar/Tur,Jharkhand,2006,20344.0
Arhar/Tur,Jharkhand,2007,26212.0
Arhar/Tur,Jharkhand,2008,25776.0
Arhar/Tur,Jharkhand,2009,30910.0
Arhar/Tur,Jharkhand,2010,22685.0
Arhar/Tur,Jharkhand,2011,29165.0
Arhar/Tur,Jharkhand,2012,35859.0
Arhar/Tur,Jharkhand,2013,57154.0
Arhar/Tur,Jharkhand,2014,44945.0
Arhar/Tur,Jharkhand,2015,31910.0
Arhar/Tur,Jharkhand,2016,79082.0
Arhar/Tur,Jharkhand,2017,256859.0
Arhar/Tur,Jharkhand,2018,234342.0
Arhar/Tur,Jharkhand,2019,241565.0
Arhar/Tur,Jharkhand,2021,247739.65
Arhar/Tur,Jharkhand,2022,245095.38
Arhar/Tur,Jharkhand,2023,240526.95
Arhar/Tur,Jharkhand,2024,236289.26
Arhar/Tur,Jharkhand,2025,234374.31
Arhar/Tur,Karnataka,1997,98473.0
Arhar/Tur,Karnataka,1998,221453.0
Arhar/Tur,Karnataka,1999,289526.0
Arhar/Tur,Karnataka,2000,263533.0
Arhar/Tur,Karnataka,2001,147437.0
Arhar/Tur,Karnataka,2002,240665.0
Arhar/Tur,Karnataka,2003,199627.0
Arhar/Tur,Karnataka,2004,291113.0
Arhar/Tur,Karnataka,2005,407832.0
Arhar/Tur,Karnataka,2006,262673.0
Arhar/Tur,Karnataka,2007,451013.0
Arhar/Tur,Karnataka,2008,313730.0
Arhar/Tur,Karnataka,2009,279760.0
Arhar/Tur,Karnataka,2010,522540.0
Arhar/Tur,Karnataka,2011,351611.0
Arhar/Tur,Karnataka,2012,467109.0
Arhar/Tur,Karnataka,2013,756566.0
Arhar/Tur,Karnataka,2014,474035.0
Arhar/Tur,Karnataka,2015,241626.0
Arhar/Tur,Karnataka,2016,1212287.0
Arhar/Tur,Karnataka,2017,839563.0
Arhar/Tur,Karnataka,2018,945939.0
Arhar/Tur,Karnataka,2019,1125991.0
Arhar/Tur,Karnataka,2021,1127511.58
Arhar/Tur,Karnataka,2022,1105323.87
Arhar/Tur,Karnataka,2023,1086109.03
Arhar/Tur,Karnataka,2024,1068945.91
Arhar/Tur,Karnataka,2025,1085026.96
Arhar/Tur,Kerala,2012,1892.0
Arhar/Tur,Kerala,2013,1429.0
Arhar/Tur,Kerala,2014,1903.0
Arhar/Tur,Kerala,2015,1845.0
Arhar/Tur,Kerala,2016,278.0
Arhar/Tur,Kerala,2017,323.0
Arhar/Tur,Kerala,2018,438.0
Arhar/Tur,Kerala,2019,522.0
Arhar/Tur,Kerala,2021,529.99
Arhar/Tur,Kerala,2022,539.94
Arhar/Tur,Kerala,2023,549.38
Arhar/Tur,Kerala,2024,547.74
Arhar/Tur,Kerala,2025,547.95
Arhar/Tur,Madhya Pradesh,1997,251800.0
Arhar/Tur,Madhya Pradesh,1998,330500.0
Arhar/Tur,Madhya Pradesh,1999,308367.0
Arhar/Tur,Madhya Pradesh,2000,206397.0
Arhar/Tur,Madhya Pradesh,2001,246625.0
Arhar/Tur,Madhya Pradesh,2002,183922.0
Arhar/Tur,Madhya Pradesh,2003,251757.0
Arhar/Tur,Madhya Pradesh,2004,243677.0
Arhar/Tur,Madhya Pradesh,2005,237688.0
Arhar/Tur,Madhya Pradesh,2006,209541.0
Arhar/Tur,Madhya Pradesh,2007,193198.0
Arhar/Tur,Madhya Pradesh,2008,243398.0
Arhar/Tur,Madhya Pradesh,2009,253399.0
Arhar/Tur,Madhya Pradesh,2010,201663.0
Arhar/Tur,Madhya Pradesh,2011,334259.0
Arhar/Tur,Madhya Pradesh,2012,314541.0
Arhar/Tur,Madhya Pradesh,2013,284910.0
Arhar/Tur,Madhya Pradesh,2014,506000.0
Arhar/Tur,Madhya Pradesh,2015,643987.0
Arhar/Tur,Madhya Pradesh,2016,871000.0
Arhar/Tur,Madhya Pradesh,2017,839400.0
Arhar/Tur,Madhya Pradesh,2018,179987.0
Arhar/Tur,Madhya Pradesh,2019,274809.0
Arhar/Tur,Madhya Pradesh,2021,277798.4
Arhar/Tur,Madhya Pradesh,2022,286258.67
Arhar/Tur,Madhya Pradesh,2023,293443.39
Arhar/Tur,Madhya Pradesh,2024,302341.76
Arhar/Tur,Madhya Pradesh,2025,298288.13
Arhar/Tur,Maharashtra,1997,348000.0
Arhar/Tur,Maharashtra,1998,808900.0
Arhar/Tur,Maharashtra,1999,868100.0
Arhar/Tur,Maharashtra,2000,660300.0
Arhar/Tur,Maharashtra,2001,770600.0
Arhar/Tur,Maharashtra,2002,777100.0
Arhar/Tur,Maharashtra,2003,693000.0
Arhar/Tur,Maharashtra,2004,658200.0
Arhar/Tur,Maharashtra,2005,792200.0
Arhar/Tur,Maharashtra,2006,814600.0
Arhar/Tur,Maharashtra,2007,1075700.0
Arhar/Tur,Maharashtra,2008,605000.0
Arhar/Tur,Maharashtra,2009,919100.0
Arhar/Tur,Maharashtra,2010,975800.0
Arhar/Tur,Maharashtra,2011,870900.0
Arhar/Tur,Maharashtra,2012,1005800.0
Arhar/Tur,Maharashtra,2013,1034200.0
Arhar/Tur,Maharashtra,2014,353300.0
Arhar/Tur,Maharashtra,2015,444200.0
Arhar/Tur,Maharashtra,2016,2089252.0
Arhar/Tur,Maharashtra,2017,1250678.0
Arhar/Tur,Maharashtra,2018,834489.0
Arhar/Tur,Maharashtra,2019,1196801.0
Arhar/Tur,Maharashtra,2021,1187276.61
Arhar/Tur,Maharashtra,2022,1179852.91
Arhar/Tur,Maharashtra,2023,1220962.2
Arhar/Tur,Maharashtra,2024,1234808.14
Arhar/Tur,Maharashtra,2025,1214491.33
Arhar/Tur,Manipur,2003,20.0
Arhar/Tur,Manipur,2008,587.0
Arhar/Tur,Manipur,2009,149.0
Arhar/Tur,Manipur,2010,508.0
Arhar/Tur,Manipur,2011,524.0
Arhar/Tur,Manipur,2012,407.0
Arhar/Tur,Manipur,2013,521.0
Arhar/Tur,Manipur,2014,507.0
Arhar/Tur,Manipur,2015,581.0
Arhar/Tur,Manipur,2016,603.0
Arhar/Tur,Manipur,2017,595.0
Arhar/Tur,Manipur,2018,560.0
Arhar/Tur,Manipur,2021,568.98
Arhar/Tur,Manipur,2022,582.73
Arhar/Tur,Manipur,2023,577.01
